Term,TermCount,DocCount,TFIDF
Progressive volume loss,2,2,1.0
cetirizine 10 mg oral tablet,15,10,1.5
allopurinol 100 mg oral tablet,37,28,1.3214285714285714
rosuvastatin 20 mg oral tablet,7,7,1.0
urinary volume,74,48,1.5416666666666667
oxalate level,16,10,1.6
decision for surgery,16,15,1.0666666666666667
XYZAL,124,75,1.6533333333333333
Elevated body mass index,47,31,1.5161290322580645
DME supplier,67,58,1.1551724137931034
SLEEP STUDY,104,84,1.2380952380952381
cholesterol in blood,21,17,1.2352941176470589
CONFIRMATORY,13,13,1.0
aloe vera,67,49,1.3673469387755102
Vitamin K2,23,15,1.5333333333333334
Heterozygous familial hypercholesterolemia,1,1,1.0
Stone composition,10,10,1.0
protein function,19,12,1.5833333333333333
HYPERCHOLESTEROLEMIA,21,19,1.105263157894737
molecular diagnosis,13,10,1.3
homozygous familial hypercholesterolemia,1,1,1.0
GENETIC TESTING,44,40,1.1
heterozygous familial hypercholesterolemia,6,3,2.0
apolipoprotein B,15,12,1.25
urinary stream/,1,1,1.0
HERNIORRHAPHY,14,10,1.4
left-sided sciatica,54,47,1.148936170212766
Adopted,189,116,1.6293103448275863
ENDOCET,8,6,1.3333333333333333
KLOR-CON 10,10,7,1.4285714285714286
STERAPRED,1,1,1.0
pharmaceuticals,38,31,1.2258064516129032
costochondral joint,2,2,1.0
high lipids,11,10,1.1
History of colitis,24,15,1.6
sitting to lying,24,23,1.0434782608695652
breathing exercise,81,67,1.208955223880597
noses,75,64,1.171875
Acid Reflux,54,35,1.542857142857143
hiatal hernias,24,18,1.3333333333333333
Nighttime choking,3,3,1.0
esophageal sphincters,2,2,1.0
Recurrent sore throat,1,1,1.0
H2 blockers,100,82,1.2195121951219512
inflammation of esophagus,4,4,1.0
trying to get pregnant,88,73,1.2054794520547945
dyes,159,138,1.1521739130434783
voriconazole,686,64,10.71875
non-prescription drugs,57,56,1.0178571428571428
upper extremity swelling,141,79,1.7848101265822784
Reflux Esophagitis,45,24,1.875
walks at moderate pace,1,1,1.0
furosemide and potassium,28,25,1.12
posterior mitral leaflet,33,20,1.65
cholesterol problem,2,2,1.0
parathyroid disease,38,30,1.2666666666666666
coronary vessels,32,29,1.103448275862069
review diet,33,32,1.03125
RAPID VENTRICULAR RESPONSE,8,6,1.3333333333333333
esophageal rupture,39,34,1.1470588235294117
currently on hemodialysis,87,54,1.6111111111111112
medication instruction,16,14,1.1428571428571428
teleradiology,7,4,1.75
gallbladder wall,203,132,1.5378787878787878
VESSEL,78,48,1.625
"Blood, Arterial",56,32,1.75
"Valve, Mitral",13,11,1.1818181818181819
CBL,46,21,2.1904761904761907
KNOT,20,12,1.6666666666666667
Has walker at home,6,6,1.0
plegia,44,31,1.4193548387096775
atriotomy,58,28,2.0714285714285716
pca,110,82,1.3414634146341464
Patient intubated,60,44,1.3636363636363635
Dialysate,102,29,3.5172413793103448
INITIAL INPATIENT CONSULTATION,14,11,1.2727272727272727
angiotensin-converting enzyme,56,48,1.1666666666666667
continuous renal replacement therapy,9,9,1.0
tube in good position,43,39,1.1025641025641026
CV protocol,4,3,1.3333333333333333
coughing up thick sputum,3,3,1.0
intermittent RRT,2,1,2.0
appetite increasing,1,1,1.0
CRF,75,54,1.3888888888888888
Pain Score 7,26,26,1.0
Pain Score 4,26,26,1.0
Nonreactive,75,39,1.9230769230769231
erythropoietin stimulating agent,23,18,1.2777777777777777
creatinine rise,34,29,1.1724137931034482
-Elevated lactic acid,3,2,1.5
-Consideration,40,40,1.0
pelvic phleboliths,52,47,1.1063829787234043
leg incision,45,38,1.1842105263157894
marinol,30,18,1.6666666666666667
questran light,1,1,1.0
renal care,9,9,1.0
Monitor bowel sounds,1,1,1.0
Swing Bed,179,70,2.557142857142857
post cardiac surgery,53,39,1.358974358974359
Arterial lumen,1,1,1.0
discussed with pharmacist,20,20,1.0
Serum Glutamic-Oxaloacetic Transaminase,66,40,1.65
Aspartate Transaminase,72,43,1.6744186046511629
postoperative finding,6,6,1.0
FLUID RESTRICTIONS,28,28,1.0
ANTIBIOTIC,108,59,1.8305084745762712
diet review,23,22,1.0454545454545454
snacks between meals,70,58,1.206896551724138
Watermelon,22,14,1.5714285714285714
Urogenital,30,26,1.1538461538461537
iadl,18,11,1.6363636363636365
fall preventions,4,4,1.0
coughing up white sputum,3,3,1.0
Dressler syndrome,8,7,1.1428571428571428
parenteral therapy,12,11,1.0909090909090908
allergy relief,10,10,1.0
nauseas,81,69,1.173913043478261
nose running,6,6,1.0
staggered,126,104,1.2115384615384615
Florajen,32,23,1.391304347826087
Necrosis,241,109,2.2110091743119265
DOSE WARFARIN,37,32,1.15625
Risk assessment,83,59,1.4067796610169492
Anticoagulation service,7,6,1.1666666666666667
Score 10,12,9,1.3333333333333333
Non-HDL cholesterol,55,55,1.0
rales or crackles,46,45,1.0222222222222221
Slow progression,23,18,1.2777777777777777
spot testing,3,3,1.0
Iron stores,34,30,1.1333333333333333
Replacement of mitral valve,3,3,1.0
angiotensin converting enzyme inhibitor,13,12,1.0833333333333333
ring annuloplasty,5,2,2.5
Primary diagnosis,83,67,1.2388059701492538
BODY WEIGHT,16,16,1.0
Clearance=,7,6,1.1666666666666667
CoQ 10,12,11,1.0909090909090908
burp,61,48,1.2708333333333333
administration of propofol,3,3,1.0
Cardiac status,35,30,1.1666666666666667
shocked,219,144,1.5208333333333333
are hospital,8,8,1.0
scrip,53,39,1.358974358974359
/decongestant,1,1,1.0
normal QT interval,18,18,1.0
Q-wave abnormality,2,2,1.0
RIBS,32,24,1.3333333333333333
SINUS,126,72,1.75
MCC,67,38,1.763157894736842
Neuromuscular Blockade,16,15,1.0666666666666667
pediatric multivitamin no.76,7,3,2.3333333333333335
FLINTSTONES COMPLETE,15,10,1.5
Flintstones Complete,14,11,1.2727272727272727
INNER EAR SURGERY,19,12,1.5833333333333333
STA,36,28,1.2857142857142858
SHOULDER SOFT TISSUE,1,1,1.0
upper pole left kidney,100,83,1.2048192771084338
Pneumococcal conjugate vaccine,14,11,1.2727272727272727
CHEWED,1,1,1.0
Limited neck rotation,1,1,1.0
US Abdominal Aorta,18,12,1.5
ABDOMINAL SURGERY,103,73,1.4109589041095891
GASTRIC,53,35,1.5142857142857142
CRUSHED,12,9,1.3333333333333333
ast,80,64,1.25
residual neoplasm,39,34,1.1470588235294117
Cis-platinum,3,3,1.0
neobladder reconstruction,40,20,2.0
serum electrolyte,34,31,1.096774193548387
Status Migrainosus,34,22,1.5454545454545454
gemcitabine cisplatin,37,27,1.3703703703703705
-informed consent obtained,4,4,1.0
pannus,368,175,2.1028571428571428
Preprocedure preparation,1,1,1.0
cisplatin gemcitabine,28,19,1.4736842105263157
treatments and procedures,23,23,1.0
hypokalemic periodic paralysis,2,1,2.0
bone scans,210,181,1.160220994475138
coracohumeral ligaments,2,2,1.0
coracohumeral ligament,7,5,1.4
tuberosities,59,50,1.18
Subchondral cystic,21,21,1.0
Disuse osteopenia,1,1,1.0
AGE-RELATED MACULAR DEGENERATION,9,7,1.2857142857142858
Oralbalance,1,1,1.0
LOPROX,97,54,1.7962962962962963
ANUSOL HC,7,7,1.0
Mallory-Weis,2,2,1.0
Noncardiac chest pain,40,26,1.5384615384615385
Renal stones,28,22,1.2727272727272727
recurrent left inguinal hernia,84,41,2.048780487804878
methylmalonic acid levels,9,9,1.0
chronic paronychia,21,8,2.625
anodyne,1,1,1.0
Diffuse arthritis,13,5,2.6
active exerciser,3,3,1.0
hamstring reflex,16,15,1.0666666666666667
iliacus,84,38,2.210526315789474
Pelvic tilt,44,38,1.1578947368421053
abnormal protein,36,30,1.2
Imm,47,40,1.175
normal extension,11,10,1.1
poor flexibility,10,9,1.1111111111111112
normochromic normocytic anemia,42,28,1.5
precancerous lesion,41,36,1.1388888888888888
angiokeratomas,21,16,1.3125
MACULAR DEGENERATION,8,6,1.3333333333333333
Wet macular degeneration,6,4,1.5
paving stone degeneration,7,5,1.4
Retinal pigment epithelial,3,1,3.0
Age Related Macular Degeneration,48,20,2.4
avastin,71,26,2.730769230769231
eye injection,21,17,1.2352941176470589
AVASTIN,58,29,2.0
toenail trimming,35,19,1.8421052631578947
notalgia paresthetica,36,27,1.3333333333333333
videostroboscopy,84,38,2.210526315789474
interarytenoid spaces,75,75,1.0
serum IgM,10,9,1.1111111111111112
"LECITHIN, SOY",2,1,2.0
light change,7,5,1.4
test vision,11,11,1.0
MALDI,138,85,1.6235294117647059
isotype,57,30,1.9
plasma cell disorder,67,36,1.8611111111111112
ears nose throat,43,41,1.048780487804878
difficulty transferring,24,24,1.0
urine immunoelectrophoresis,3,3,1.0
GROIN RASH,8,5,1.6
thenar muscle,31,21,1.4761904761904763
muscle enzyme,17,15,1.1333333333333333
Diabetes Type II,137,54,2.537037037037037
Increased phlegm,4,4,1.0
blotchy,101,88,1.1477272727272727
SHAKE,129,87,1.4827586206896552
ALKA-SELTZER,20,12,1.6666666666666667
PREPARATION H,38,26,1.4615384615384615
ASPERCREME,21,15,1.4
MEGACE,82,58,1.4137931034482758
screening offered,10,8,1.25
inability to exercise,35,35,1.0
Apicoectomy,15,10,1.5
Erythematous macule,7,7,1.0
multifidus,124,90,1.3777777777777778
aerobic fitness,54,39,1.3846153846153846
5th intercostal space,55,44,1.25
Tinea Corporis,48,38,1.263157894736842
Dystrophic toenail,8,8,1.0
teasing,11,11,1.0
looks tired,28,28,1.0
talc powder,3,3,1.0
Polymyxin B,20,16,1.25
lateral recumbency,5,3,1.6666666666666667
ELEVATION,38,28,1.3571428571428572
paronychia of right thumb,1,1,1.0
pulps,6,4,1.5
protein bar,99,54,1.8333333333333333
TENOSYNOVECTOMY,17,9,1.8888888888888888
HYPOTHENAR,1,1,1.0
tenosynovectomy,72,27,2.6666666666666665
surgical splint,16,15,1.0666666666666667
balance walking,2,2,1.0
Applied Kinesiology,1,1,1.0
degenerative arthropathy,18,16,1.125
Nutrition-,32,28,1.1428571428571428
pigmented nevi,19,18,1.0555555555555556
normal white cell count,33,31,1.064516129032258
Reticulocyte count,63,56,1.125
hand joint,16,15,1.0666666666666667
progressive anginal,13,9,1.4444444444444444
pressures-,13,11,1.1818181818181819
large bruise,56,51,1.0980392156862746
pars plana,38,29,1.3103448275862069
bruise easily,81,74,1.0945945945945945
oral hypoglycemic,101,98,1.030612244897959
foramen ovale,613,253,2.4229249011857705
clivus,145,56,2.5892857142857144
PERIPHERAL PULSES,37,36,1.0277777777777777
Prostate cancer metastatic to bone,95,54,1.7592592592592593
cancer metastatic to lung,13,9,1.4444444444444444
History of cardiac arrest,22,14,1.5714285714285714
check ups,50,49,1.0204081632653061
placement of artificial urinary sphincter,16,15,1.0666666666666667
Hydrochloride,33,21,1.5714285714285714
post prostatectomy-,35,24,1.4583333333333333
left trigeminal neuralgia,9,7,1.2857142857142858
Povidone Iodine,11,10,1.1
nose itching,6,6,1.0
polysaccharide iron,29,15,1.9333333333333333
Long-acting insulin,65,56,1.1607142857142858
ETHANOL,6,6,1.0
corneal reflex,8,7,1.1428571428571428
soft tissue inflammation,29,22,1.3181818181818181
cut nerve,2,2,1.0
severing,4,4,1.0
TRILEPTAL,44,20,2.2
pain preventing,11,11,1.0
carbamazepine,387,91,4.252747252747253
left-sided facial pain,28,18,1.5555555555555556
Urology Nursing,15,14,1.0714285714285714
Hydrochlorothiazide 12.5 MG,1,1,1.0
COL3A1 gene,1,1,1.0
kmt,11,10,1.1
endometrial cancer,156,86,1.813953488372093
STIs,90,84,1.0714285714285714
ELBOW BURSA,8,4,2.0
Optic Disc Drusen,12,7,1.7142857142857142
test screen,5,5,1.0
INSPECTION,140,127,1.1023622047244095
common flexor tendon,10,9,1.1111111111111112
supinator,51,32,1.59375
Common extensor tendon,2,2,1.0
radial tuberosity,47,13,3.6153846153846154
posterior hairline,6,3,2.0
papule on left shin,6,6,1.0
irons,21,17,1.2352941176470589
Elbow range of motion,47,44,1.0681818181818181
damage skin,24,23,1.0434782608695652
bovine collagen,11,4,2.75
groin lymph nodes,27,23,1.173913043478261
posterior fossa,227,109,2.0825688073394497
TRICEPS,10,5,2.0
retinal detachments,35,27,1.2962962962962963
retinas,29,28,1.0357142857142858
ELECTRODESICCATION,60,53,1.1320754716981132
joint laxity,50,41,1.2195121951219512
Mildly elevated glucose,9,8,1.125
Sodium Fluoride 5000 Plus,4,3,1.3333333333333333
Diastolic Dysfunction,14,12,1.1666666666666667
NYHA Class I,29,25,1.16
scrotal sac,135,107,1.2616822429906542
vitreous degeneration,3,3,1.0
tamsulosin and dutasteride,27,15,1.8
basal metabolic rate,9,7,1.2857142857142858
apocrine adenocarcinoma,28,1,28.0
Axilla,64,45,1.4222222222222223
"Lymph Node, Sentinel",17,10,1.7
SENTINEL LYMPH NODE,72,25,2.88
blue dye,38,30,1.2666666666666666
Maculopathy,3,3,1.0
abnormal kidney function,66,59,1.11864406779661
breast bone,47,40,1.175
special circumstances,26,26,1.0
left renal artery stenosis,50,23,2.1739130434782608
normal chemistry,28,26,1.0769230769230769
atrophic kidney,61,34,1.7941176470588236
atrophy of left kidney,28,23,1.2173913043478262
cervical biopsy,5,3,1.6666666666666667
Reoperation,40,39,1.0256410256410255
stage III melanoma,46,12,3.8333333333333335
lobule,42,29,1.4482758620689655
cutaneous malignant melanoma,6,6,1.0
Chyle leak,45,15,3.0
posterior triangle neck,2,2,1.0
posterior triangle,14,11,1.2727272727272727
internal jugular vein,215,127,1.6929133858267718
sternomastoid,17,14,1.2142857142857142
Triple antibiotic ointment,20,20,1.0
elastosis,178,88,2.022727272727273
Cardiothoracic surgery,137,93,1.4731182795698925
breakthrough bleeding,28,27,1.037037037037037
-Incisional,7,7,1.0
Endoscopic vein harvesting,9,8,1.125
Cardioplegia,40,38,1.0526315789473684
or spontaneous movements,7,6,1.1666666666666667
mode of mechanical ventilation,10,9,1.1111111111111112
Critically Ill,15,15,1.0
PEEP increased,11,10,1.1
Home with services,20,20,1.0
Home without services,2,2,1.0
inotrope,137,56,2.4464285714285716
ple,5,5,1.0
ASSESSMENT/,110,90,1.2222222222222223
-hemodynamic,2,2,1.0
pounding heart,19,15,1.2666666666666666
teeth chattering,10,8,1.25
Speech Language Therapy,1,1,1.0
coronal reconstructions,45,45,1.0
Subcutaneous air,19,15,1.2666666666666666
temporal lobes,83,63,1.3174603174603174
pars opercularis,1,1,1.0
sylvian fissure,28,15,1.8666666666666667
Neck vasculature,3,3,1.0
sinotubular junction,85,56,1.5178571428571428
RUN,12,10,1.2
apraxia of speech,50,16,3.125
Wells score,31,28,1.1071428571428572
free cortisol,7,5,1.4
Brain attack,31,18,1.7222222222222223
CYP2C19 intermediate metabolizer,3,3,1.0
stage IIIB melanoma,12,4,3.0
lower lung lobe,13,13,1.0
chest pain left side,3,3,1.0
Code Blue,53,27,1.962962962962963
Mammary Artery,8,6,1.3333333333333333
post cardiotomy syndrome,5,2,2.5
pleural effusion/,1,1,1.0
Sheath,88,66,1.3333333333333333
eyes rolled,52,36,1.4444444444444444
eyes rolling,20,18,1.1111111111111112
post pericardiotomy syndrome,5,4,1.25
//magnesium level,1,1,1.0
Metabolic Profile,29,25,1.16
Subsegmental pulmonary embolism,6,5,1.2
cruciate ligament,50,42,1.1904761904761905
Medial femoral condyle,6,6,1.0
tooth brush,40,26,1.5384615384615385
effusion joint,2,2,1.0
persistent melanoma,1,1,1.0
thinning of skin,70,63,1.1111111111111112
triangle of neck,4,4,1.0
splenius capitis,22,19,1.1578947368421053
Wound healing,62,51,1.2156862745098038
siderosis,25,15,1.6666666666666667
Antiglobulin Test,1,1,1.0
Erythropoietin,45,32,1.40625
Haptoglobin,86,59,1.4576271186440677
Poly,52,36,1.4444444444444444
"1,25-Dihydroxyvitamin D",14,14,1.0
Mucositis,214,89,2.404494382022472
disease of neck,8,5,1.6
taste loss,10,8,1.25
excision lesion,23,15,1.5333333333333334
multiple seborrheic keratosis,17,16,1.0625
lesions on left forearm,10,10,1.0
Partial response to treatment,1,1,1.0
Transient Acantholytic Dermatosis,3,3,1.0
Hemolytic,32,21,1.5238095238095237
thick scale,16,16,1.0
cicatrices,24,23,1.0434782608695652
Thumbnail,17,7,2.4285714285714284
nail change,5,5,1.0
Moderately differentiated squamous cell carcinoma,28,20,1.4
avodart,39,20,1.95
contact cardiologist,21,21,1.0
red colored,82,73,1.1232876712328768
normal swallow,68,60,1.1333333333333333
Hemorrhagic anemia,6,4,1.5
Prostate laser enucleation,2,2,1.0
problem with urination,55,44,1.25
Uro-MP,13,10,1.3
calcineurin inhibitors,29,26,1.1153846153846154
Ulcerated,133,100,1.33
Curettage-,11,10,1.1
-Pathologic stage,3,3,1.0
increase thirst,4,4,1.0
interlobar fissures,1,1,1.0
Enjoying life,3,3,1.0
Immunoglobulin,89,76,1.1710526315789473
temporal cortex,14,5,2.8
Likely inflammatory,52,46,1.1304347826086956
mastoid air cell,36,26,1.3846153846153846
iron sulfate,31,25,1.24
Activity|,12,12,1.0
marginal zone lymphoma,208,39,5.333333333333333
ear blockage,20,12,1.6666666666666667
floor mouth,49,45,1.0888888888888888
binocular microscope,44,41,1.0731707317073171
Right middle ear,21,15,1.4
auditory rehabilitation,7,7,1.0
mouth parts,9,7,1.2857142857142858
chronic otitis,9,7,1.2857142857142858
Ferritin level,62,55,1.1272727272727272
//hyperlipidemia,12,10,1.2
pneumatoceles,6,3,2.0
UPPER ABDOMEN,43,42,1.0238095238095237
Dilated main pulmonary artery,44,40,1.1
Gastrointestinal tract,21,19,1.105263157894737
oxycodone myristate,4,3,1.3333333333333333
psoas muscles,24,16,1.5
domestic partner,64,54,1.1851851851851851
MAXALT,41,26,1.5769230769230769
parakeets,4,4,1.0
ADVAIR,75,49,1.530612244897959
interstitial lung diseases,5,5,1.0
air sacs,24,12,2.0
sputum test,4,4,1.0
comorbid condition,26,22,1.1818181818181819
Holter EKG,2,2,1.0
Thickened mitral valve leaflets,15,13,1.1538461538461537
Increased ventricular septal thickness,3,3,1.0
Hypertrophic Obstructive Cardiomyopathy,3,2,1.5
Hepatic Cyst,3,3,1.0
familial hypertrophic cardiomyopathy,2,2,1.0
screen family,16,14,1.1428571428571428
depression recently,6,6,1.0
right ventricular outflow,68,32,2.125
apical murmur,33,22,1.5
deep femoral artery,74,21,3.5238095238095237
Kidney stone prevention,19,19,1.0
sartorius muscle,48,32,1.5
Right femoral artery,41,31,1.3225806451612903
lung function tests,26,24,1.0833333333333333
bony exostosis,10,6,1.6666666666666667
patellar resurfacing,136,73,1.8630136986301369
phosphate nephrolithiasis,1,1,1.0
hydroxyapatite,32,25,1.28
high dietary oxalate intake,1,1,1.0
urine pH.,11,11,1.0
Tibialis,104,97,1.0721649484536082
cystic degeneration,18,14,1.2857142857142858
Dupuytrens,61,30,2.033333333333333
Bilateral nephrolithiasis,66,47,1.4042553191489362
Lemon,20,18,1.1111111111111112
beets,80,69,1.1594202898550725
MAXALT-MLT,26,15,1.7333333333333334
AIVR,58,35,1.6571428571428573
carbonic anhydrase inhibitor,6,5,1.2
obstructive hypertrophic cardiomyopathy,13,7,1.8571428571428572
autonomic function,20,14,1.4285714285714286
stage 3A chronic kidney disease,4,4,1.0
ventricle outflow tract,2,2,1.0
sudden cardiac arrest,40,24,1.6666666666666667
summer jobs,1,1,1.0
trephination,15,9,1.6666666666666667
muscle layer,52,42,1.2380952380952381
Phalanx,99,48,2.0625
Left testis,140,121,1.1570247933884297
Testicular exam,97,88,1.1022727272727273
bilateral testicular pain,34,26,1.3076923076923077
right colectomy,155,52,2.980769230769231
Stool Softener,32,27,1.1851851851851851
DFMO,3,1,3.0
does not chew tobacco,11,10,1.1
ileocolostomy,23,10,2.3
THICKENING,14,8,1.75
risk for dehydration,13,13,1.0
CECAL POLYP,1,1,1.0
prepatellar bursa,69,50,1.38
Hurt,58,48,1.2083333333333333
stirrup,56,33,1.696969696969697
compartment of knee,52,40,1.3
release of tibia,9,9,1.0
left medial knee pain,48,37,1.2972972972972974
soft papule,26,23,1.1304347826086956
syringoma,5,5,1.0
total bilirubins,5,5,1.0
postoperative fever,38,28,1.3571428571428572
Direct bilateral inguinal hernias,1,1,1.0
lisinopril 10 mg oral tablet,88,57,1.543859649122807
PULMONIC VALVE,57,53,1.0754716981132075
SEPTA,84,78,1.0769230769230769
DIAGNOSED,32,28,1.1428571428571428
Posterior mediastinal mass,1,1,1.0
spitz nevus,5,2,2.5
burning skin sensation,17,15,1.1333333333333333
Carbon monoxide,61,50,1.22
axilla skin,1,1,1.0
VASCEPA,62,38,1.631578947368421
LOTREL,193,84,2.2976190476190474
para-aortic lymph node,194,133,1.4586466165413534
HOME DELIVERY,56,35,1.6
Vitamin K 1,4,3,1.3333333333333333
ASPIRIN 81 MG ORAL TABLET,11,11,1.0
edema of bilateral lower extremities,21,20,1.05
testosterone pellets,66,34,1.9411764705882353
"thyroid, pork",63,38,1.6578947368421053
antimuscarinic,41,36,1.1388888888888888
pain in right eye,21,18,1.1666666666666667
ibuprofen 200 mg oral tablet,30,24,1.25
sun sensitivity-,1,1,1.0
Incentive spirometer,110,97,1.134020618556701
using security,5,5,1.0
obstetric history,23,23,1.0
LIFESTYLE ASSESSMENT,42,39,1.0769230769230769
INDOCIN SR,15,7,2.142857142857143
Atherosclerotic Cardiovascular Disease,52,47,1.1063829787234043
water pills,129,117,1.1025641025641026
REVIEW SYSTEMS,28,28,1.0
paradoxical breathing,31,29,1.0689655172413792
lower limb pain,69,44,1.5681818181818181
red skin lesion,3,3,1.0
motion of left ankle,23,21,1.0952380952380953
Subtalar joint,23,20,1.15
Leg length discrepancy,24,19,1.263157894736842
eccentric strengthening exercises,8,7,1.1428571428571428
IONTOPHORESIS,6,4,1.5
thymic cyst,13,6,2.1666666666666665
Anterior mediastinal mass,11,6,1.8333333333333333
high triglycerides,108,82,1.3170731707317074
Walking tolerance,5,5,1.0
laminoforaminotomy,11,7,1.5714285714285714
limb length discrepancy,28,22,1.2727272727272727
Pulmonary Nodules,45,38,1.1842105263157894
preoperative state,51,47,1.0851063829787233
psychological medications,1,1,1.0
referral to sports medicine,7,7,1.0
urate,207,103,2.0097087378640777
phentermine and topiramate,9,4,2.25
phentermine 37.5 mg,1,1,1.0
skin tag on neck,1,1,1.0
both legs,17,16,1.0625
left ankle jerk reflex,1,1,1.0
appetite suppressant,14,12,1.1666666666666667
DECOMPRESSION SPINE,53,24,2.2083333333333335
ADIPEX-P,14,12,1.1666666666666667
Mechanism of action,7,6,1.1666666666666667
Normal function,52,51,1.0196078431372548
Bilateral pulmonary infiltrates,22,15,1.4666666666666666
Transfer Care,3,3,1.0
Pediatrics,71,48,1.4791666666666667
second degree heart block,16,11,1.4545454545454546
appetite suppression,35,26,1.3461538461538463
Pulmonary Nodule,123,81,1.5185185185185186
tumescence,211,181,1.1657458563535912
fioricet,19,9,2.111111111111111
Cod,53,30,1.7666666666666666
CNS AV malformation,1,1,1.0
hydrea,142,18,7.888888888888889
lobe parietal,1,1,1.0
MGS,11,9,1.2222222222222223
hea,5,5,1.0
dose warfarin,76,54,1.4074074074074074
Multiple cutaneous malignancies,4,3,1.3333333333333333
Left MCL,6,6,1.0
antiplatelet drugs,7,6,1.1666666666666667
Phlebotomy,84,55,1.5272727272727273
embolism and thrombosis,10,8,1.25
tibial vein,102,50,2.04
continuous headache,8,8,1.0
Hansen,65,26,2.5
psychometric testing,113,61,1.8524590163934427
NEUROBEHAVIORAL STATUS EXAM,9,9,1.0
TEST INTERPRETATION,51,47,1.0851063829787233
PSYCHOMETRIC,36,35,1.0285714285714285
ABILITY,83,79,1.0506329113924051
SPEED,77,72,1.0694444444444444
Neuropsychological Testing,67,53,1.2641509433962264
OXYGEN SATURATION,90,47,1.9148936170212767
urine flow study,144,123,1.170731707317073
EXAMINATION-,2,1,2.0
EEG study,24,21,1.1428571428571428
epileptic seizures,14,13,1.0769230769230769
Hydroxyurea 500 mg,7,5,1.4
subclinical seizure,11,6,1.8333333333333333
recurrent nosebleeds,27,23,1.173913043478261
Myeloproliferative Neoplasm,11,10,1.1
nasal hemorrhage,7,3,2.3333333333333335
nasal pack,19,9,2.111111111111111
cauterizing,41,38,1.0789473684210527
recurrent epistaxis,127,72,1.7638888888888888
cranial surgery,9,7,1.2857142857142858
dull headaches,24,21,1.1428571428571428
increased platelet count,7,6,1.1666666666666667
parenchym,1,1,1.0
celiac ganglia,17,17,1.0
Varibar Thin,15,14,1.0714285714285714
focal seizure disorder,17,6,2.8333333333333335
partial epilepsy,51,10,5.1
partial seizure disorder,4,2,2.0
sphenoid sinus,365,156,2.33974358974359
prophylactic agent,8,8,1.0
PHARYNGEAL,116,67,1.7313432835820894
POSITIONAL,27,19,1.4210526315789473
PRESERVED,24,18,1.3333333333333333
parapharyngeal space,60,16,3.75
parotid mass,279,55,5.072727272727272
and apraxia,14,12,1.1666666666666667
pyriform sinus,66,38,1.736842105263158
esophageal lumen,28,16,1.75
Swallowing therapy,4,3,1.3333333333333333
non-functioning,43,30,1.4333333333333333
esophagus rupture,1,1,1.0
islet cell,12,9,1.3333333333333333
straight sinus,7,6,1.1666666666666667
vessel cerebral,5,3,1.6666666666666667
Cardizem CD,106,61,1.7377049180327868
gabapentin 300 mg oral capsule,43,31,1.3870967741935485
Probiotic Formula,75,54,1.3888888888888888
cervical facet joints,58,45,1.288888888888889
auriculotemporal nerve,4,4,1.0
Arteriovenous fistula,10,10,1.0
venous abnormality,4,4,1.0
Chiari,48,20,2.4
location of headache,6,5,1.2
cricopharyngeus,218,73,2.9863013698630136
cerebral venous sinus thrombosis,10,6,1.6666666666666667
Cricopharyngeus,35,8,4.375
vascular malformation,109,88,1.2386363636363635
splenium of corpus callosum,6,4,1.5
Diagnostic Radiology,21,21,1.0
Darling,7,4,1.75
pterion,2,2,1.0
Memory difficulties,28,19,1.4736842105263157
discharge from nose,20,20,1.0
Abrasions,137,113,1.2123893805309736
BUDESONIDE-FORMOTEROL,5,5,1.0
INHALATION,85,55,1.5454545454545454
right inferior quadrantanopsia,1,1,1.0
Ionized calcium,73,55,1.3272727272727274
chronic daily headaches,25,16,1.5625
Exercise Stress Test,24,21,1.1428571428571428
pulmonic valve,141,109,1.2935779816513762
raised toilet seat,93,72,1.2916666666666667
chest problems,8,8,1.0
Electrocardiography,39,37,1.054054054054054
photic stimulation,50,44,1.1363636363636365
high platelet count,10,9,1.1111111111111112
granulocyte count,4,2,2.0
haematocrit,2,1,2.0
acute dyspnea,48,40,1.2
-Bivalirudin,3,1,3.0
Transfusion Medicine,80,44,1.8181818181818181
exam heart,4,4,1.0
interferon alpha-2a,1,1,1.0
mouth ulcers,68,46,1.4782608695652173
-Hydroxyurea,1,1,1.0
-Platelets,20,13,1.5384615384615385
head ct,5,4,1.25
Wt loss,34,32,1.0625
Vital Capacity,72,65,1.1076923076923078
temple headache,2,2,1.0
meningeal arteries,2,2,1.0
Neuroophthalmology,9,6,1.5
BP sys,4,4,1.0
cerebral function,30,23,1.3043478260869565
parietal regions,28,24,1.1666666666666667
diffuse slowing of background,12,9,1.3333333333333333
Neurology Team,34,30,1.1333333333333333
seizure management,15,12,1.25
sagittal sinus,117,24,4.875
pericranial graft,2,2,1.0
thrombus-,2,2,1.0
behaviour,36,34,1.0588235294117647
Lingual protrusion,14,13,1.0769230769230769
SWALLOWING,104,67,1.5522388059701493
Visual deficits,7,5,1.4
rule out diagnosis,25,23,1.0869565217391304
South Rehabilitation,1,1,1.0
subclinical seizures,33,11,3.0
epileptic,133,73,1.821917808219178
facilitate communication,22,21,1.0476190476190477
Prisms,3,2,1.5
esophagus perforation,2,1,2.0
eyelid edema,6,6,1.0
Optic Nerves,3,3,1.0
afferent pupillary defect,201,173,1.1618497109826589
Congruous homonymous hemianopia,1,1,1.0
Pupillary,47,38,1.236842105263158
